Short Codes ,Utility,MRP Poll Sheet,Con,Lab,LD,Green,SNP,PC,Reform,Other,Single Top Progressive
UKPARL.2025.KET,3,Survation MRP (List),29.35%,37.65%,4.88%,10.64%,NI,NI,15.16%,2.32%,Lab
UKPARL.2025.KET,4,FocalData MRP (List),27.23%,45.12%,4.62%,4.08%,,,18.66%,,Lab
UKPARL.2025.KET,5,AVERAGE,30.64%,41.19%,4.63%,6.93%,0.00%,0.00%,15.96%,1.11%,TRUE
UKPARL.2025.KLW,1,YOUGOV MRPs (List),39.00%,30.00%,9.00%,7.00%,0.00%,0.00%,14.00%,0.00%,Lab
UKPARL.2025.KLW,2,IPSOS MRP (List),36.00%,32.00%,11.00%,5.00%,NA,NA,13.00%,0.00%,Lab
UKPARL.2025.KLW,3,Survation MRP (List),32.54%,33.67%,14.58%,6.79%,NI,NI,11.12%,1.31%,Lab
UKPARL.2025.KLW,4,FocalData MRP (List),32.93%,31.59%,14.66%,6.42%,,,14.08%,,Lab
UKPARL.2025.KLW,5,AVERAGE,35.12%,31.81%,12.31%,6.30%,0.00%,0.00%,13.05%,0.44%,TRUE
UKPARL.2025.KNW,1,YOUGOV MRPs (List),3.00%,70.00%,3.00%,12.00%,0.00%,0.00%,11.00%,0.00%,Lab
UKPARL.2025.KNW,2,IPSOS MRP (List),6.00%,72.00%,3.00%,9.00%,NA,NA,8.00%,1.00%,Lab
UKPARL.2025.KNW,3,Survation MRP (List),3.86%,76.44%,1.38%,6.87%,NI,NI,8.39%,3.06%,Lab
UKPARL.2025.KNW,4,FocalData MRP (List),1.08%,79.34%,2.54%,5.27%,,,11.40%,,Lab
UKPARL.2025.KNW,5,AVERAGE,3.49%,74.45%,2.48%,8.28%,0.00%,0.00%,9.70%,1.35%,TRUE
UKPARL.2025.KSS,1,YOUGOV MRPs (List),38.00%,28.00%,3.00%,5.00%,0.00%,0.00%,25.00%,0.00%,Lab
UKPARL.2025.KSS,2,IPSOS MRP (List),39.00%,30.00%,5.00%,3.00%,NA,NA,21.00%,0.00%,Lab
UKPARL.2025.KSS,3,Survation MRP (List),34.49%,30.79%,3.84%,7.62%,NI,NI,21.95%,1.31%,Lab
UKPARL.2025.KSS,4,FocalData MRP (List),39.86%,24.71%,6.55%,5.07%,,,23.44%,,Lab
UKPARL.2025.KSS,5,AVERAGE,37.84%,28.37%,4.60%,5.17%,0.00%,0.00%,22.85%,0.44%,TRUE
UKPARL.2025.LAA,1,YOUGOV MRPs (List),16.00%,55.00%,4.00%,4.00%,0.00%,0.00%,21.00%,0.00%,Lab
UKPARL.2025.LAA,2,IPSOS MRP (List),22.00%,52.00%,4.00%,4.00%,NA,NA,16.00%,1.00%,Lab
UKPARL.2025.LAA,3,Survation MRP (List),20.97%,52.39%,6.19%,1.32%,NI,NI,16.78%,2.34%,Lab
UKPARL.2025.LAA,4,FocalData MRP (List),17.91%,54.38%,4.00%,3.45%,,,20.03%,,Lab
UKPARL.2025.LAA,5,AVERAGE,19.22%,53.44%,4.55%,3.19%,0.00%,0.00%,18.45%,1.11%,TRUE
UKPARL.2025.LAH,1,YOUGOV MRPs (List),33.00%,24.00%,4.00%,3.00%,0.00%,0.00%,35.00%,1.00%,Lab
UKPARL.2025.LAH,2,IPSOS MRP (List),38.00%,31.00%,5.00%,2.00%,NA,NA,22.00%,0.00%,Lab
UKPARL.2025.LAH,3,Survation MRP (List),35.15%,38.61%,4.33%,0.99%,NI,NI,18.90%,2.01%,Lab
UKPARL.2025.LAH,4,FocalData MRP (List),35.65%,28.29%,5.35%,3.60%,,,26.42%,,Lab
UKPARL.2025.LAH,5,AVERAGE,35.45%,30.48%,4.67%,2.40%,0.00%,0.00%,25.58%,1.00%,TRUE
UKPARL.2025.LAN,1,YOUGOV MRPs (List),22.00%,51.00%,3.00%,8.00%,0.00%,0.00%,17.00%,0.00%,Lab
UKPARL.2025.LAN,2,IPSOS MRP (List),23.00%,57.00%,4.00%,6.00%,NA,NA,9.00%,NA,Lab
UKPARL.2025.LAN,3,Survation MRP (List),23.24%,49.08%,3.51%,12.03%,NI,NI,12.13%,NI,Lab
UKPARL.2025.LAN,4,FocalData MRP (List),23.58%,50.37%,3.83%,6.64%,,,15.57%,,Lab
UKPARL.2025.LAN,5,AVERAGE,22.96%,51.86%,3.59%,8.17%,0.00%,0.00%,13.43%,0.00%,TRUE
UKPARL.2025.LAW,1,YOUGOV MRPs (List),6.00%,67.00%,7.00%,12.00%,0.00%,0.00%,7.00%,1.00%,Lab
UKPARL.2025.LAW,2,IPSOS MRP (List),12.00%,64.00%,4.00%,12.00%,NA,NA,5.00%,2.00%,Lab
UKPARL.2025.LAW,3,Survation MRP (List),13.57%,49.37%,6.95%,14.61%,NI,NI,9.16%,6.34%,Lab
UKPARL.2025.LAW,4,FocalData MRP (List),9.87%,67.70%,7.43%,6.73%,,,7.66%,,Lab
UKPARL.2025.LAW,5,AVERAGE,10.36%,62.02%,6.34%,11.34%,0.00%,0.00%,7.20%,3.11%,TRUE
UKPARL.2025.LBO,1,YOUGOV MRPs (List),26.00%,48.00%,5.00%,8.00%,0.00%,0.00%,13.00%,0.00%,Lab
UKPARL.2025.LBO,2,IPSOS MRP (List),27.00%,51.00%,3.00%,7.00%,NA,NA,11.00%,NA,Lab
UKPARL.2025.LBO,3,Survation MRP (List),33.44%,41.63%,8.01%,4.46%,NI,NI,12.46%,NI,Lab
UKPARL.2025.LBO,4,FocalData MRP (List),29.73%,46.67%,6.18%,4.81%,,,12.62%,,Lab
UKPARL.2025.LBO,5,AVERAGE,29.04%,46.83%,5.55%,6.07%,0.00%,0.00%,12.27%,0.00%,TRUE
UKPARL.2025.LCH,1,YOUGOV MRPs (List),6.00%,65.00%,7.00%,12.00%,0.00%,0.00%,9.00%,0.00%,Lab
UKPARL.2025.LCH,2,IPSOS MRP (List),8.00%,62.00%,6.00%,16.00%,NA,NA,5.00%,3.00%,Lab
UKPARL.2025.LCH,3,Survation MRP (List),14.13%,41.75%,13.80%,19.91%,NI,NI,8.06%,2.36%,Lab
UKPARL.2025.LCH,4,FocalData MRP (List),8.56%,63.01%,8.63%,9.65%,,,9.72%,,Lab
UKPARL.2025.LCH,5,AVERAGE,9.17%,57.94%,8.86%,14.39%,0.00%,0.00%,7.95%,1.79%,TRUE
UKPARL.2025.LEA,1,YOUGOV MRPs (List),13.00%,49.00%,4.00%,6.00%,0.00%,0.00%,23.00%,5.00%,Lab
UKPARL.2025.LEA,2,IPSOS MRP (List),21.00%,54.00%,4.00%,6.00%,NA,NA,13.00%,1.00%,Lab
UKPARL.2025.LEA,3,Survation MRP (List),23.52%,51.43%,5.05%,6.14%,NI,NI,12.05%,1.81%,Lab
UKPARL.2025.LEA,4,FocalData MRP (List),22.18%,51.64%,4.31%,4.68%,,,16.73%,,Lab
UKPARL.2025.LEA,5,AVERAGE,19.92%,51.52%,4.34%,5.70%,0.00%,0.00%,16.20%,2.60%,TRUE
UKPARL.2025.LEE,1,YOUGOV MRPs (List),23.00%,37.00%,9.00%,8.00%,0.00%,0.00%,11.00%,12.00%,Lab
UKPARL.2025.LEE,2,IPSOS MRP (List),21.00%,46.00%,2.00%,9.00%,NA,NA,10.00%,10.00%,Lab
UKPARL.2025.LEE,3,Survation MRP (List),26.86%,41.31%,5.61%,3.85%,NI,NI,13.17%,9.19%,Lab
UKPARL.2025.LEE,4,FocalData MRP (List),21.97%,51.80%,6.01%,5.42%,,,10.77%,,Lab
UKPARL.2025.LEE,5,AVERAGE,23.21%,44.03%,5.66%,6.57%,0.00%,0.00%,11.24%,10.40%,TRUE
UKPARL.2025.LES,1,YOUGOV MRPs (List),6.00%,59.00%,4.00%,11.00%,0.00%,0.00%,7.00%,14.00%,Lab
UKPARL.2025.LES,2,IPSOS MRP (List),13.00%,57.00%,4.00%,16.00%,NA,NA,6.00%,4.00%,Lab
UKPARL.2025.LES,3,Survation MRP (List),14.51%,48.22%,3.72%,21.05%,NI,NI,6.56%,5.93%,Lab
UKPARL.2025.LES,4,FocalData MRP (List),10.84%,68.82%,4.30%,6.69%,,,8.69%,,Lab
UKPARL.2025.LES,5,AVERAGE,11.09%,58.26%,4.01%,13.68%,0.00%,0.00%,7.06%,7.98%,TRUE
UKPARL.2025.LEW,1,YOUGOV MRPs (List),14.00%,45.00%,8.00%,14.00%,0.00%,0.00%,18.00%,2.00%,Lab
UKPARL.2025.LEW,2,IPSOS MRP (List),19.00%,51.00%,6.00%,9.00%,NA,NA,12.00%,2.00%,Lab
UKPARL.2025.LEW,3,Survation MRP (List),18.80%,53.33%,4.49%,4.99%,NI,NI,14.79%,3.60%,Lab
UKPARL.2025.LEW,4,FocalData MRP (List),18.99%,55.69%,6.12%,5.10%,,,13.27%,,Lab
UKPARL.2025.LEW,5,AVERAGE,17.70%,51.26%,6.15%,8.27%,0.00%,0.00%,14.52%,2.53%,TRUE
UKPARL.2025.LGT,1,YOUGOV MRPs (List),7.00%,59.00%,6.00%,10.00%,0.00%,0.00%,9.00%,8.00%,Lab
UKPARL.2025.LGT,2,IPSOS MRP (List),8.00%,68.00%,5.00%,9.00%,NA,NA,8.00%,1.00%,Lab
UKPARL.2025.LGT,3,Survation MRP (List),6.74%,70.38%,5.64%,5.70%,NI,NI,8.38%,3.15%,Lab
UKPARL.2025.LGT,4,FocalData MRP (List),4.08%,73.15%,5.20%,6.63%,,,10.45%,,Lab
UKPARL.2025.LGT,5,AVERAGE,6.45%,67.63%,5.46%,7.83%,0.00%,0.00%,8.96%,4.05%,TRUE
UKPARL.2025.LIC,1,YOUGOV MRPs (List),36.00%,36.00%,5.00%,4.00%,0.00%,0.00%,18.00%,1.00%,Lab
UKPARL.2025.LIC,2,IPSOS MRP (List),33.00%,37.00%,5.00%,3.00%,NA,NA,20.00%,0.00%,Lab
UKPARL.2025.LIC,3,Survation MRP (List),31.29%,33.80%,9.27%,5.38%,NI,NI,19.24%,1.02%,Lab
UKPARL.2025.LIC,4,FocalData MRP (List),34.16%,33.04%,7.32%,5.18%,,,20.04%,,Lab
UKPARL.2025.LIC,5,AVERAGE,33.61%,34.96%,6.65%,4.39%,0.00%,0.00%,19.32%,0.67%,TRUE
UKPARL.2025.LLE,1,YOUGOV MRPs (List),10.00%,30.00%,4.00%,6.00%,0.00%,23.00%,22.00%,5.00%,Lab
UKPARL.2025.LLE,2,IPSOS MRP (List),15.00%,36.00%,3.00%,3.00%,NA,26.00%,14.00%,1.00%,Lab
UKPARL.2025.LLE,3,Survation MRP (List),18.11%,48.48%,0.09%,0.79%,NI,14.77%,17.63%,0.12%,Lab
UKPARL.2025.LLE,4,FocalData MRP (List),14.63%,50.65%,2.94%,3.80%,,6.61%,20.83%,,Lab
UKPARL.2025.LLE,5,AVERAGE,14.44%,41.28%,2.51%,3.40%,0.00%,17.59%,18.62%,2.04%,TRUE
UKPARL.2025.LNC,1,YOUGOV MRPs (List),22.00%,50.00%,5.00%,6.00%,0.00%,0.00%,16.00%,1.00%,Lab
UKPARL.2025.LNC,2,IPSOS MRP (List),24.00%,52.00%,4.00%,7.00%,NA,NA,12.00%,1.00%,Lab
UKPARL.2025.LNC,3,Survation MRP (List),25.14%,41.03%,4.93%,10.87%,NI,NI,16.35%,1.67%,Lab
UKPARL.2025.LNC,4,FocalData MRP (List),24.31%,46.72%,5.85%,5.92%,,,16.94%,,Lab
UKPARL.2025.LNC,5,AVERAGE,23.86%,47.44%,4.94%,7.45%,0.00%,0.00%,15.32%,1.22%,TRUE
UKPARL.2025.LNE,1,YOUGOV MRPs (List),11.00%,61.00%,7.00%,11.00%,0.00%,0.00%,9.00%,1.00%,Lab
UKPARL.2025.LNE,2,IPSOS MRP (List),14.00%,59.00%,10.00%,8.00%,NA,NA,5.00%,2.00%,Lab
UKPARL.2025.LNE,3,Survation MRP (List),14.53%,66.14%,5.14%,5.35%,NI,NI,7.06%,1.78%,Lab
UKPARL.2025.LNE,4,FocalData MRP (List),10.62%,64.97%,7.26%,6.70%,,,10.03%,,Lab
UKPARL.2025.LNE,5,AVERAGE,12.54%,62.78%,7.35%,7.76%,0.00%,0.00%,7.77%,1.59%,TRUE
UKPARL.2025.LNW,1,YOUGOV MRPs (List),23.00%,48.00%,10.00%,7.00%,0.00%,0.00%,11.00%,1.00%,Lab
UKPARL.2025.LNW,2,IPSOS MRP (List),24.00%,52.00%,6.00%,8.00%,NA,NA,8.00%,1.00%,Lab
UKPARL.2025.LNW,3,Survation MRP (List),21.29%,59.15%,6.69%,3.09%,NI,NI,8.58%,1.20%,Lab
UKPARL.2025.LNW,4,FocalData MRP (List),23.89%,47.84%,9.56%,5.42%,,,12.75%,,Lab
UKPARL.2025.LNW,5,AVERAGE,23.05%,51.75%,8.06%,5.88%,0.00%,0.00%,10.08%,1.07%,TRUE
UKPARL.2025.LOE,1,YOUGOV MRPs (List),5.00%,48.00%,4.00%,4.00%,26.00%,0.00%,8.00%,4.00%,Lab
UKPARL.2025.LOE,2,IPSOS MRP (List),10.00%,54.00%,2.00%,3.00%,24.00%,NA,3.00%,2.00%,Lab
UKPARL.2025.LOE,3,Survation MRP (List),19.30%,43.25%,3.57%,0.34%,25.67%,NI,3.91%,3.96%,Lab
UKPARL.2025.LOE,4,FocalData MRP (List),13.73%,47.93%,4.83%,3.60%,20.79%,,8.76%,,Lab
UKPARL.2025.LOE,5,AVERAGE,12.01%,48.30%,3.60%,2.73%,24.12%,0.00%,5.92%,3.32%,TRUE
UKPARL.2025.LRV,1,YOUGOV MRPs (List),5.00%,62.00%,3.00%,17.00%,0.00%,0.00%,7.00%,7.00%,Lab
UKPARL.2025.LRV,2,IPSOS MRP (List),4.00%,69.00%,5.00%,15.00%,NA,NA,4.00%,3.00%,Lab
UKPARL.2025.LRV,3,Survation MRP (List),5.13%,74.47%,3.25%,6.86%,NI,NI,6.83%,3.46%,Lab
UKPARL.2025.LRV,4,FocalData MRP (List),2.15%,80.32%,3.10%,6.26%,,,7.80%,,Lab
UKPARL.2025.LRV,5,AVERAGE,4.07%,71.45%,3.59%,11.28%,0.00%,0.00%,6.41%,4.49%,TRUE
UKPARL.2025.LSO,1,YOUGOV MRPs (List),8.00%,65.00%,7.00%,11.00%,0.00%,0.00%,0.00%,9.00%,Lab
UKPARL.2025.LSO,2,IPSOS MRP (List),17.00%,59.00%,8.00%,13.00%,NA,NA,NA,2.00%,Lab
UKPARL.2025.LSO,3,Survation MRP (List),20.60%,64.62%,5.09%,6.65%,NI,NI,NI,3.04%,Lab
UKPARL.2025.LSO,4,FocalData MRP (List),12.18%,73.76%,5.14%,5.80%,,,0.00%,,Lab
UKPARL.2025.LSO,5,AVERAGE,14.44%,65.59%,6.31%,9.11%,0.00%,0.00%,0.00%,4.68%,TRUE
UKPARL.2025.LSW,1,YOUGOV MRPs (List),25.00%,47.00%,3.00%,6.00%,0.00%,0.00%,19.00%,0.00%,Lab
UKPARL.2025.LSW,2,IPSOS MRP (List),26.00%,54.00%,3.00%,4.00%,NA,NA,11.00%,1.00%,Lab
UKPARL.2025.LSW,3,Survation MRP (List),22.58%,50.01%,1.73%,5.66%,NI,NI,18.42%,1.60%,Lab
UKPARL.2025.LSW,4,FocalData MRP (List),24.68%,47.93%,3.92%,4.06%,,,19.15%,,Lab
UKPARL.2025.LSW,5,AVERAGE,24.57%,49.74%,2.91%,4.93%,0.00%,0.00%,16.89%,0.87%,TRUE
UKPARL.2025.LUN,1,YOUGOV MRPs (List),13.00%,45.00%,8.00%,8.00%,0.00%,0.00%,21.00%,5.00%,Lab
UKPARL.2025.LUN,2,IPSOS MRP (List),20.00%,56.00%,5.00%,7.00%,NA,NA,9.00%,2.00%,Lab
UKPARL.2025.LUN,3,Survation MRP (List),19.34%,49.91%,5.69%,4.76%,NI,NI,9.07%,11.23%,Lab
UKPARL.2025.LUN,4,FocalData MRP (List),18.68%,56.10%,4.69%,5.86%,,,13.88%,,Lab
UKPARL.2025.LUN,5,AVERAGE,17.76%,51.75%,5.85%,6.40%,0.00%,0.00%,13.24%,6.08%,TRUE
UKPARL.2025.LUS,1,YOUGOV MRPs (List),16.00%,52.00%,6.00%,7.00%,0.00%,0.00%,16.00%,4.00%,Lab
UKPARL.2025.LUS,2,IPSOS MRP (List),18.00%,52.00%,6.00%,9.00%,NA,NA,13.00%,2.00%,Lab
UKPARL.2025.LUS,3,Survation MRP (List),19.35%,42.53%,2.27%,7.71%,NI,NI,15.08%,13.07%,Lab
UKPARL.2025.LUS,4,FocalData MRP (List),16.90%,52.22%,6.91%,6.20%,,,15.89%,,Lab
UKPARL.2025.LUS,5,AVERAGE,17.56%,49.69%,5.29%,7.48%,0.00%,0.00%,14.99%,6.36%,TRUE
UKPARL.2025.LVG,1,YOUGOV MRPs (List),5.00%,40.00%,4.00%,3.00%,32.00%,0.00%,9.00%,8.00%,Lab
UKPARL.2025.LVG,2,IPSOS MRP (List),10.00%,44.00%,4.00%,3.00%,30.00%,NA,7.00%,1.00%,Lab
UKPARL.2025.LVG,3,Survation MRP (List),9.92%,40.72%,4.38%,2.59%,35.42%,NI,4.98%,1.99%,Lab
UKPARL.2025.LVG,4,FocalData MRP (List),10.27%,39.07%,5.79%,3.87%,29.50%,,10.49%,,Lab
UKPARL.2025.LVG,5,AVERAGE,8.80%,40.95%,4.54%,3.11%,31.73%,0.00%,7.87%,3.66%,TRUE
UKPARL.2025.LWD,1,YOUGOV MRPs (List),5.00%,75.00%,4.00%,7.00%,0.00%,0.00%,8.00%,1.00%,Lab
UKPARL.2025.LWD,2,IPSOS MRP (List),6.00%,73.00%,3.00%,8.00%,NA,NA,7.00%,1.00%,Lab
UKPARL.2025.LWD,3,Survation MRP (List),3.83%,59.92%,7.01%,16.51%,NI,NI,10.41%,2.33%,Lab
UKPARL.2025.LWD,4,FocalData MRP (List),2.20%,75.37%,3.55%,5.96%,,,11.82%,,Lab
UKPARL.2025.LWD,5,AVERAGE,4.26%,70.82%,4.39%,9.37%,0.00%,0.00%,9.31%,1.44%,TRUE
UKPARL.2025.LWE,1,YOUGOV MRPs (List),7.00%,62.00%,8.00%,14.00%,0.00%,0.00%,9.00%,0.00%,Lab
UKPARL.2025.LWE,2,IPSOS MRP (List),11.00%,58.00%,11.00%,10.00%,NA,NA,7.00%,3.00%,Lab
UKPARL.2025.LWE,3,Survation MRP (List),14.99%,58.80%,8.32%,5.84%,NI,NI,8.68%,3.36%,Lab
UKPARL.2025.LWE,4,FocalData MRP (List),10.87%,67.33%,6.51%,5.80%,,,8.84%,,Lab
UKPARL.2025.LWE,5,AVERAGE,10.97%,61.53%,8.46%,8.91%,0.00%,0.00%,8.38%,2.12%,TRUE
UKPARL.2025.LWL,1,YOUGOV MRPs (List),4.00%,74.00%,4.00%,9.00%,0.00%,0.00%,9.00%,1.00%,Lab
UKPARL.2025.LWL,2,IPSOS MRP (List),6.00%,74.00%,3.00%,8.00%,NA,NA,7.00%,1.00%,Lab
UKPARL.2025.LWL,3,Survation MRP (List),4.66%,78.92%,1.88%,3.32%,NI,NI,9.27%,1.95%,Lab
UKPARL.2025.LWL,4,FocalData MRP (List),1.91%,78.51%,3.36%,5.41%,,,10.34%,,Lab
UKPARL.2025.LWL,5,AVERAGE,4.14%,76.36%,3.06%,6.43%,0.00%,0.00%,8.90%,1.32%,TRUE
UKPARL.2025.LWN,1,YOUGOV MRPs (List),5.00%,66.00%,4.00%,20.00%,0.00%,0.00%,5.00%,1.00%,Lab
UKPARL.2025.LWN,2,IPSOS MRP (List),7.00%,68.00%,5.00%,13.00%,NA,NA,3.00%,2.00%,Lab
UKPARL.2025.LWN,3,Survation MRP (List),10.26%,58.00%,13.08%,8.43%,NI,NI,6.85%,3.39%,Lab
UKPARL.2025.LWN,4,FocalData MRP (List),6.95%,69.90%,8.62%,7.77%,,,5.58%,,Lab
UKPARL.2025.LWN,5,AVERAGE,7.30%,65.48%,7.67%,12.30%,0.00%,0.00%,5.11%,2.13%,TRUE
UKPARL.2025.LWP,1,YOUGOV MRPs (List),15.00%,52.00%,4.00%,7.00%,0.00%,0.00%,22.00%,1.00%,Lab
UKPARL.2025.LWP,2,IPSOS MRP (List),21.00%,62.00%,3.00%,5.00%,NA,NA,8.00%,1.00%,Lab
UKPARL.2025.LWP,3,Survation MRP (List),25.56%,47.21%,2.96%,7.55%,NI,NI,13.65%,3.07%,Lab
UKPARL.2025.LWP,4,FocalData MRP (List),22.59%,51.27%,5.07%,5.09%,,,15.57%,,Lab
UKPARL.2025.LWP,5,AVERAGE,21.04%,53.12%,3.76%,6.16%,0.00%,0.00%,14.81%,1.69%,TRUE
UKPARL.2025.LWS,1,YOUGOV MRPs (List),22.00%,8.00%,51.00%,4.00%,0.00%,0.00%,15.00%,0.00%,LD
UKPARL.2025.LWS,2,IPSOS MRP (List),28.00%,16.00%,40.00%,5.00%,NA,NA,9.00%,0.00%,LD
UKPARL.2025.LWS,3,Survation MRP (List),20.49%,13.45%,41.75%,7.72%,NI,NI,15.62%,0.96%,LD
UKPARL.2025.LWS,4,FocalData MRP (List),26.46%,5.42%,45.58%,4.61%,,,17.70%,,LD
UKPARL.2025.LWS,5,AVERAGE,24.24%,10.72%,44.58%,5.33%,0.00%,0.00%,14.33%,0.32%,TRUE
UKPARL.2025.LWT,1,YOUGOV MRPs (List),27.00%,39.00%,4.00%,7.00%,0.00%,0.00%,23.00%,0.00%,Lab
UKPARL.2025.LWT,2,IPSOS MRP (List),27.00%,43.00%,3.00%,5.00%,NA,NA,21.00%,NA,Lab
UKPARL.2025.LWT,3,Survation MRP (List),26.86%,39.76%,6.95%,4.07%,NI,NI,22.35%,NI,Lab
UKPARL.2025.LWT,4,FocalData MRP (List),28.75%,39.35%,5.60%,5.44%,,,20.86%,,Lab
UKPARL.2025.LWT,5,AVERAGE,27.40%,40.28%,4.89%,5.38%,0.00%,0.00%,21.80%,0.00%,TRUE
UKPARL.2025.LWV,1,YOUGOV MRPs (List),4.00%,66.00%,7.00%,16.00%,0.00%,0.00%,7.00%,0.00%,Lab
UKPARL.2025.LWV,2,IPSOS MRP (List),6.00%,70.00%,5.00%,12.00%,NA,NA,4.00%,2.00%,Lab
UKPARL.2025.LWV,3,Survation MRP (List),4.96%,64.53%,9.79%,7.34%,NI,NI,9.63%,3.74%,Lab
UKPARL.2025.LWV,4,FocalData MRP (List),3.18%,73.87%,4.55%,9.87%,,,8.01%,,Lab
UKPARL.2025.LWV,5,AVERAGE,4.53%,68.60%,6.59%,11.30%,0.00%,0.00%,7.16%,1.91%,TRUE
UKPARL.2025.LWW,1,YOUGOV MRPs (List),8.00%,62.00%,4.00%,13.00%,0.00%,0.00%,5.00%,8.00%,Lab
UKPARL.2025.LWW,2,IPSOS MRP (List),8.00%,70.00%,4.00%,11.00%,NA,NA,5.00%,2.00%,Lab
UKPARL.2025.LWW,3,Survation MRP (List),11.08%,59.54%,5.00%,16.52%,NI,NI,5.09%,2.76%,Lab
UKPARL.2025.LWW,4,FocalData MRP (List),7.55%,65.83%,8.00%,10.47%,,,6.36%,,Lab
UKPARL.2025.LWW,5,AVERAGE,8.66%,64.34%,5.25%,12.75%,0.00%,0.00%,5.36%,4.25%,TRUE
UKPARL.2025.MAC,1,YOUGOV MRPs (List),28.00%,46.00%,6.00%,6.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.MAC,2,IPSOS MRP (List),27.00%,50.00%,5.00%,4.00%,NA,NA,13.00%,1.00%,Lab
UKPARL.2025.MAC,3,Survation MRP (List),27.24%,49.06%,5.46%,5.08%,NI,NI,11.61%,1.55%,Lab
UKPARL.2025.MAC,4,FocalData MRP (List),25.53%,47.93%,7.56%,5.45%,,,13.00%,,Lab
UKPARL.2025.MAC,5,AVERAGE,26.94%,48.25%,6.01%,5.13%,0.00%,0.00%,12.65%,1.18%,TRUE
UKPARL.2025.MAG,1,YOUGOV MRPs (List),28.00%,25.00%,15.00%,4.00%,0.00%,8.00%,21.00%,0.00%,Lab
UKPARL.2025.MAG,2,IPSOS MRP (List),33.00%,33.00%,9.00%,4.00%,NA,9.00%,10.00%,NA,Lab
UKPARL.2025.MAG,3,Survation MRP (List),28.70%,30.60%,15.66%,0.65%,NI,10.66%,13.72%,NI,Lab
UKPARL.2025.MAG,4,FocalData MRP (List),29.14%,36.46%,9.70%,3.27%,,1.31%,20.11%,,Lab
UKPARL.2025.MAG,5,AVERAGE,29.71%,31.27%,12.34%,2.98%,0.00%,7.24%,16.21%,0.00%,TRUE
UKPARL.2025.MAI,1,YOUGOV MRPs (List),32.00%,15.00%,40.00%,6.00%,0.00%,0.00%,0.00%,7.00%,LD
UKPARL.2025.MAI,2,IPSOS MRP (List),43.00%,27.00%,21.00%,7.00%,NA,NA,NA,1.00%,Lab
UKPARL.2025.MAI,3,Survation MRP (List),35.63%,27.20%,29.94%,6.14%,NI,NI,NI,1.10%,LD
UKPARL.2025.MAI,4,FocalData MRP (List),37.39%,19.63%,36.48%,6.28%,,,0.00%,,LD
UKPARL.2025.MAI,5,AVERAGE,37.00%,22.21%,31.86%,6.35%,0.00%,0.00%,0.00%,3.03%,FALSE
UKPARL.2025.MAL,1,YOUGOV MRPs (List),37.00%,23.00%,8.00%,4.00%,0.00%,0.00%,28.00%,0.00%,Lab
UKPARL.2025.MAL,2,IPSOS MRP (List),40.00%,24.00%,12.00%,4.00%,NA,NA,19.00%,NA,Lab
UKPARL.2025.MAL,3,Survation MRP (List),36.15%,23.51%,10.75%,4.16%,NI,NI,25.44%,NI,Lab
UKPARL.2025.MAL,4,FocalData MRP (List),40.27%,18.46%,14.08%,5.40%,,,21.79%,,Lab
UKPARL.2025.MAL,5,AVERAGE,38.35%,22.24%,11.21%,4.39%,0.00%,0.00%,23.56%,0.00%,TRUE
UKPARL.2025.MAM,1,YOUGOV MRPs (List),9.00%,61.00%,6.00%,10.00%,0.00%,0.00%,13.00%,2.00%,Lab
UKPARL.2025.MAM,2,IPSOS MRP (List),15.00%,60.00%,5.00%,8.00%,NA,NA,8.00%,2.00%,Lab
UKPARL.2025.MAM,3,Survation MRP (List),15.59%,53.67%,13.39%,6.11%,NI,NI,7.46%,3.78%,Lab
UKPARL.2025.MAM,4,FocalData MRP (List),13.12%,64.71%,6.12%,5.10%,,,10.57%,,Lab
UKPARL.2025.MAM,5,AVERAGE,13.18%,59.85%,7.63%,7.30%,0.00%,0.00%,9.76%,2.59%,TRUE
UKPARL.2025.MAN,1,YOUGOV MRPs (List),32.00%,42.00%,3.00%,3.00%,0.00%,0.00%,19.00%,1.00%,Lab
UKPARL.2025.MAN,2,IPSOS MRP (List),30.00%,42.00%,2.00%,3.00%,NA,NA,22.00%,0.00%,Lab
UKPARL.2025.MAN,3,Survation MRP (List),30.44%,47.10%,2.80%,0.64%,NI,NI,16.13%,2.88%,Lab
UKPARL.2025.MAN,4,FocalData MRP (List),31.02%,39.65%,3.79%,3.03%,,,22.28%,,Lab
UKPARL.2025.MAN,5,AVERAGE,30.86%,42.69%,2.90%,2.42%,0.00%,0.00%,19.85%,1.29%,TRUE
UKPARL.2025.MAS,1,YOUGOV MRPs (List),31.00%,33.00%,6.00%,6.00%,0.00%,0.00%,22.00%,0.00%,Lab
UKPARL.2025.MAS,2,IPSOS MRP (List),36.00%,35.00%,7.00%,6.00%,NA,NA,14.00%,0.00%,Lab
UKPARL.2025.MAS,3,Survation MRP (List),30.26%,31.88%,8.26%,7.66%,NI,NI,19.43%,2.50%,Lab
UKPARL.2025.MAS,4,FocalData MRP (List),32.24%,36.44%,6.53%,5.08%,,,19.42%,,Lab
UKPARL.2025.MAS,5,AVERAGE,32.37%,34.08%,6.95%,6.18%,0.00%,0.00%,18.71%,0.83%,TRUE
UKPARL.2025.MBD,1,YOUGOV MRPs (List),32.00%,33.00%,7.00%,7.00%,0.00%,0.00%,19.00%,1.00%,Lab
