ECRef,RegulatedEntityName,RegulatedEntityTypeName,RegistrationStatusName,RegisterName,EntityStatusName,ReferendumName,DesignationStatusName,CompanyRegistrationNumber,ApprovedDate,FieldingCandidatesInEngland,FieldingCandidatesInScotland,FieldingCandidatesInWales,FieldingCandidatesMinorParty,ReferendumOutcome,CampaigningName,Description,DescriptionTranslation,DateDescriptionFirstApproved,FinancialYearEnd
PP481,Movement for Active Democracy (M.A.D.),Political Party,Registered,Great Britain,,,,,12/04/2005,True,True,True,False,,,Movement for Active Democracy,,25/03/2015 18:13:53,31/12
PP6805,National Equality Party,Political Party,Registered,Great Britain,,,,,03/07/2018,True,True,True,False,,,,,,31/12
PP1713,National Flood Prevention Party,Political Party,Registered,Great Britain,,,,,24/03/2011,True,False,False,False,,,,,,31/12
PP2708,National Front,Political Party,Registered,Northern Ireland,,,,,07/04/2015,False,False,False,False,,,,,,31/12
PP2707,National Front,Political Party,Registered,Great Britain,,,,,26/03/2015,True,True,True,False,,,,,,31/12
PP1931,National Health Action Party,Political Party,Registered,Great Britain,,,,,11/07/2012,True,True,True,False,,,,,,31/12
PP32,National Liberal Party - True Liberalism,Political Party,Registered,Great Britain,,,,,25/03/1999,True,True,True,False,,,National Liberal Party - Independence For Ulster,,02/02/2001 00:00:00,31/12
PP32,National Liberal Party - True Liberalism,Political Party,Registered,Great Britain,,,,,25/03/1999,True,True,True,False,,,"National Liberal Party - Liberty, Independence, Democracy",,02/02/2001 00:00:00,31/12
PP32,National Liberal Party - True Liberalism,Political Party,Registered,Great Britain,,,,,25/03/1999,True,True,True,False,,,"National Liberal Party - Land, People, Environment",,02/02/2001 00:00:00,31/12
PP32,National Liberal Party - True Liberalism,Political Party,Registered,Great Britain,,,,,25/03/1999,True,True,True,False,,,National Liberal Party - The Radical Centre,,02/02/2001 00:00:00,31/12
PP32,National Liberal Party - True Liberalism,Political Party,Registered,Great Britain,,,,,25/03/1999,True,True,True,False,,,National Liberal Party (Cuffley Courier Team),,02/02/2001 00:00:00,31/12
PP32,National Liberal Party - True Liberalism,Political Party,Registered,Great Britain,,,,,25/03/1999,True,True,True,False,,,National Liberal Party (Harold Voice Team),,02/02/2001 00:00:00,31/12
PP32,National Liberal Party - True Liberalism,Political Party,Registered,Great Britain,,,,,25/03/1999,True,True,True,False,,,National Liberal Party (Elm Park Voice),,02/02/2001 00:00:00,31/12
PP32,National Liberal Party - True Liberalism,Political Party,Registered,Great Britain,,,,,25/03/1999,True,True,True,False,,,National Liberal Party (Local Voice Team),,02/02/2001 00:00:00,31/12
PP32,National Liberal Party - True Liberalism,Political Party,Registered,Great Britain,,,,,25/03/1999,True,True,True,False,,,National Liberal Party - No To Overdevelopment,,02/02/2001 00:00:00,31/12
PP32,National Liberal Party - True Liberalism,Political Party,Registered,Great Britain,,,,,25/03/1999,True,True,True,False,,,National Liberal Party - Self-determination for all!,,02/05/2013 16:34:07,31/12
PP6791,Net Tax Payers Consent Party,Political Party,Registered,Great Britain,,,,,11/12/2018,True,True,True,False,,,,,,31/12
PP2645,New Parliament Party,Political Party,Registered,Great Britain,,,,,23/02/2015,True,True,True,False,,,,,,31/12
PP905,Newcastle Independents,Political Party,Registered,Great Britain,,,,,18/02/2011,True,False,False,False,,,Newcastle Independent Candidate,,21/06/2019 12:49:33,31/12
PP905,Newcastle Independents,Political Party,Registered,Great Britain,,,,,18/02/2011,True,False,False,False,,,Newcastle Independent Community Candidate,,21/06/2019 12:49:33,31/12
PP905,Newcastle Independents,Political Party,Registered,Great Britain,,,,,18/02/2011,True,False,False,False,,,Newcastle Independents - Putting Denton Westerhope First,,21/06/2019 12:49:33,31/12
PP905,Newcastle Independents,Political Party,Registered,Great Britain,,,,,18/02/2011,True,False,False,False,,,Newcastle Independents - The Newcastle Party,,21/06/2019 12:49:33,31/12
PP905,Newcastle Independents,Political Party,Registered,Great Britain,,,,,18/02/2011,True,False,False,False,,,Newcastle Independents - Putting Newcastle First,,21/06/2019 12:49:33,31/12
PP905,Newcastle Independents,Political Party,Registered,Great Britain,,,,,18/02/2011,True,False,False,False,,,Newcastle Independents - Local Community Candidate,,21/06/2019 12:49:33,31/12
PP905,Newcastle Independents,Political Party,Registered,Great Britain,,,,,18/02/2011,True,False,False,False,,,Newcastle Independents - People Before Politics Always,,21/06/2019 12:49:33,31/12
PP905,Newcastle Independents,Political Party,Registered,Great Britain,,,,,18/02/2011,True,False,False,False,,,Newcastle Independents - Putting Lemington Ward First,,19/08/2019 16:37:50,31/12
PP905,Newcastle Independents,Political Party,Registered,Great Britain,,,,,18/02/2011,True,False,False,False,,,Newcastle Independents - Putting Callerton Throckley First,,19/08/2019 16:37:50,31/12
PP905,Newcastle Independents,Political Party,Registered,Great Britain,,,,,18/02/2011,True,False,False,False,,,Newcastle Independents - Putting Tyneside First,,19/08/2019 16:37:50,31/12
PP905,Newcastle Independents,Political Party,Registered,Great Britain,,,,,18/02/2011,True,False,False,False,,,Newcastle Independents - Fix Our Broken Politics,,19/08/2019 16:37:50,31/12
PP905,Newcastle Independents,Political Party,Registered,Great Britain,,,,,18/02/2011,True,False,False,False,,,Newcastle Independents - Always Putting Newcastle First,,19/08/2019 16:37:50,31/12
PP867,Newclear Outline (NO),Political Party,Registered,Great Britain,,,,,13/04/2010,True,True,True,False,,,Newclear Outline small footprint Beautiful Horizons,,23/02/2015 21:27:30,31/12
PP867,Newclear Outline (NO),Political Party,Registered,Great Britain,,,,,13/04/2010,True,True,True,False,,,Newclear Outline Beautiful Future,,23/02/2015 21:27:30,31/12
PP867,Newclear Outline (NO),Political Party,Registered,Great Britain,,,,,13/04/2010,True,True,True,False,,,Newclear Outline Not Big Ugly Renewables,,23/02/2015 21:27:30,31/12
PP867,Newclear Outline (NO),Political Party,Registered,Great Britain,,,,,13/04/2010,True,True,True,False,,,Newclear Outline Not Big Blade Ugly,,23/02/2015 21:27:30,31/12
PP867,Newclear Outline (NO),Political Party,Registered,Great Britain,,,,,13/04/2010,True,True,True,False,,,Newclear Outline Not Vast Solar Ugly,,23/02/2015 21:27:30,31/12
PP867,Newclear Outline (NO),Political Party,Registered,Great Britain,,,,,13/04/2010,True,True,True,False,,,Newclear Outline Not Establishment Supporting Renewables,,23/02/2015 21:27:30,31/12
PP867,Newclear Outline (NO),Political Party,Registered,Great Britain,,,,,13/04/2010,True,True,True,False,,,Newclear Outline Not Grid Parasitic Renewables,,23/02/2015 21:27:30,31/12
PP867,Newclear Outline (NO),Political Party,Registered,Great Britain,,,,,13/04/2010,True,True,True,False,,,Newclear Outline Not Luddite Renewables Decline,,23/02/2015 21:27:30,31/12
PP867,Newclear Outline (NO),Political Party,Registered,Great Britain,,,,,13/04/2010,True,True,True,False,,,Newclear Outline Not Useless Renewables,,23/02/2015 21:27:30,31/12
PP867,Newclear Outline (NO),Political Party,Registered,Great Britain,,,,,13/04/2010,True,True,True,False,,,Newclear Outline Expanding Horizons,,23/02/2015 21:27:30,31/12
PP6367,Newport Independents Party,Political Party,Registered,Great Britain,,,,,16/03/2017,False,False,True,False,,,,,,31/12
PP4048,No More Lockdowns,Political Party,Registered,Great Britain,,,,,24/03/2016,False,False,True,False,,,No More lockdowns For Wales,Dim Mwy O Gloi Lawr i Gymru,12/03/2021 11:18:03,31/12
PP4048,No More Lockdowns,Political Party,Registered,Great Britain,,,,,24/03/2016,False,False,True,False,,,A Sovereign Wales In The World,Cymru Sofran Yn Y Byd,16/03/2021 14:51:49,31/12
PP138,Nork Residents' Association,Political Party,Registered,Great Britain,,,,,29/03/2001,True,False,False,False,,,Nork & Tattenhams Residents' Associations (joint description with Tattenhams' Residents' Association),,17/04/2014 16:48:03,31/12
PP756,Northampton - Save Our Public Services,Political Party,Registered,Great Britain,,,,,20/04/2009,True,False,False,False,,,Northampton -Save our Services,,20/04/2009 00:00:00,31/12
PP6656,Northamptonshire Independents,Political Party,Registered,Great Britain,,,,,25/01/2018,True,False,False,False,,,Northamptonshire Independents working for Billing,,25/01/2018 14:52:57,31/12
PP6656,Northamptonshire Independents,Political Party,Registered,Great Britain,,,,,25/01/2018,True,False,False,False,,,Northamptonshire Independents working for Brookside,,25/01/2018 14:52:57,31/12
PP6656,Northamptonshire Independents,Political Party,Registered,Great Britain,,,,,25/01/2018,True,False,False,False,,,Northamptonshire Independents working for Eastfield,,25/01/2018 14:52:57,31/12
PP6656,Northamptonshire Independents,Political Party,Registered,Great Britain,,,,,25/01/2018,True,False,False,False,,,Northamptonshire Independents working for Headlands,,25/01/2018 14:52:57,31/12
PP6656,Northamptonshire Independents,Political Party,Registered,Great Britain,,,,,25/01/2018,True,False,False,False,,,Northamptonshire Independents working for Kingsley,,25/01/2018 14:52:57,31/12
PP6656,Northamptonshire Independents,Political Party,Registered,Great Britain,,,,,25/01/2018,True,False,False,False,,,Northamptonshire Independents working for Nene Valley,,25/01/2018 14:52:57,31/12
PP6656,Northamptonshire Independents,Political Party,Registered,Great Britain,,,,,25/01/2018,True,False,False,False,,,Northamptonshire Independents working for Phippsville,,25/01/2018 14:52:57,31/12
PP6656,Northamptonshire Independents,Political Party,Registered,Great Britain,,,,,25/01/2018,True,False,False,False,,,Northamptonshire Independents working for Rectory farm,,25/01/2018 14:52:57,31/12
PP6656,Northamptonshire Independents,Political Party,Registered,Great Britain,,,,,25/01/2018,True,False,False,False,,,Northamptonshire Independents working for Riverside,,25/01/2018 14:52:57,31/12
PP6656,Northamptonshire Independents,Political Party,Registered,Great Britain,,,,,25/01/2018,True,False,False,False,,,Northamptonshire Independents working for Semilong,,25/01/2018 14:52:57,31/12
PP6656,Northamptonshire Independents,Political Party,Registered,Great Britain,,,,,25/01/2018,True,False,False,False,,,Northamptonshire Independents working for Kingsthorpe North,,25/01/2018 14:52:57,31/12
PP6656,Northamptonshire Independents,Political Party,Registered,Great Britain,,,,,25/01/2018,True,False,False,False,,,Northamptonshire Independents working for Spring Park,,25/01/2018 14:52:57,31/12
PP12589,Northern Heart,Political Party,Registered,Great Britain,,,,,14/12/2020,True,True,True,False,,,Northern Heart (UK),,14/12/2020 15:47:25,31/12
PP12589,Northern Heart,Political Party,Registered,Great Britain,,,,,14/12/2020,True,True,True,False,,,Northern Heart (UK) Oldham,,14/12/2020 15:47:25,31/12
PP12589,Northern Heart,Political Party,Registered,Great Britain,,,,,14/12/2020,True,True,True,False,,,Northern Heart (UK) Trafford,,14/12/2020 15:47:25,31/12
PP12589,Northern Heart,Political Party,Registered,Great Britain,,,,,14/12/2020,True,True,True,False,,,Northern Heart (UK) Stockport,,14/12/2020 15:47:25,31/12
PP12589,Northern Heart,Political Party,Registered,Great Britain,,,,,14/12/2020,True,True,True,False,,,Northern Heart (UK) Tameside,,14/12/2020 15:47:25,31/12
PP12589,Northern Heart,Political Party,Registered,Great Britain,,,,,14/12/2020,True,True,True,False,,,Northern Heart (UK) Bolton,,14/12/2020 15:47:25,31/12
PP12589,Northern Heart,Political Party,Registered,Great Britain,,,,,14/12/2020,True,True,True,False,,,Northern Heart (UK) Bury,,14/12/2020 15:47:25,31/12
PP12589,Northern Heart,Political Party,Registered,Great Britain,,,,,14/12/2020,True,True,True,False,,,Northern Heart (UK) Manchester,,14/12/2020 15:47:25,31/12
PP12589,Northern Heart,Political Party,Registered,Great Britain,,,,,14/12/2020,True,True,True,False,,,Northern Heart (UK) Salford,,14/12/2020 15:47:25,31/12
PP12589,Northern Heart,Political Party,Registered,Great Britain,,,,,14/12/2020,True,True,True,False,,,Northern Heart (UK) Wigan,,14/12/2020 15:47:25,31/12
PP12589,Northern Heart,Political Party,Registered,Great Britain,,,,,14/12/2020,True,True,True,False,,,Northern Heart (UK) Rochdale,,14/12/2020 15:47:25,31/12
PP4087,Northern Ireland Labour Representation Committee,Political Party,Registered,Northern Ireland,,,,,11/04/2016,False,False,False,False,,,,,,31/12
PP6649,Nottingham Independents,Political Party,Registered,Great Britain,,,,,22/01/2018,True,False,False,False,,,Nottingham Independents Putting Clifton First,,22/01/2018 10:58:23,31/12
PP6649,Nottingham Independents,Political Party,Registered,Great Britain,,,,,22/01/2018,True,False,False,False,,,Nottingham Independents Putting Bestwood First,,22/01/2018 10:58:23,31/12
PP6649,Nottingham Independents,Political Party,Registered,Great Britain,,,,,22/01/2018,True,False,False,False,,,Nottingham Independents Putting Bulwell First,,22/01/2018 10:58:23,31/12
PP6649,Nottingham Independents,Political Party,Registered,Great Britain,,,,,22/01/2018,True,False,False,False,,,Nottingham Independents Putting Aspley First,,22/01/2018 10:58:23,31/12
PP6649,Nottingham Independents,Political Party,Registered,Great Britain,,,,,22/01/2018,True,False,False,False,,,Nottingham Independents Putting Local People First,,22/01/2018 10:58:23,31/12
PP6649,Nottingham Independents,Political Party,Registered,Great Britain,,,,,22/01/2018,True,False,False,False,,,Nottingham Independents Putting People Before Politics,,22/01/2018 10:58:23,31/12
PP6649,Nottingham Independents,Political Party,Registered,Great Britain,,,,,22/01/2018,True,False,False,False,,,Nottingham Independents Putting St Ann's First,,22/01/2018 10:58:23,31/12
PP6649,Nottingham Independents,Political Party,Registered,Great Britain,,,,,22/01/2018,True,False,False,False,,,Nottingham Independents Putting Sherwood First,,22/01/2018 10:58:23,31/12
PP6649,Nottingham Independents,Political Party,Registered,Great Britain,,,,,22/01/2018,True,False,False,False,,,Nottingham Independents Against Local Tax Rises,,22/01/2018 10:58:23,31/12
PP6649,Nottingham Independents,Political Party,Registered,Great Britain,,,,,22/01/2018,True,False,False,False,,,Nottingham Independents Wilford Silverdale and Clifton,,29/01/2019 08:43:37,31/12
PP6649,Nottingham Independents,Political Party,Registered,Great Britain,,,,,22/01/2018,True,False,False,False,,,Nottingham Independents for the Meadows,,29/01/2019 08:43:37,31/12
PP6649,Nottingham Independents,Political Party,Registered,Great Britain,,,,,22/01/2018,True,False,False,False,,,Nottingham Independents for Gedling,,29/01/2019 08:43:37,31/12
PP6848,Nova Forte,Political Party,Registered,Great Britain,,,,,23/10/2018,True,True,True,False,,,The Nova Forte Candidate,,23/10/2018 10:53:35,31/12
PP6848,Nova Forte,Political Party,Registered,Great Britain,,,,,23/10/2018,True,True,True,False,,,Nova Forte Candidate,,23/10/2018 10:53:35,31/12
PP6848,Nova Forte,Political Party,Registered,Great Britain,,,,,23/10/2018,True,True,True,False,,,Scottish Nova Forte Candidate,,23/10/2018 10:53:35,31/12
PP6848,Nova Forte,Political Party,Registered,Great Britain,,,,,23/10/2018,True,True,True,False,,,Scottish Nova Forte,,23/10/2018 10:53:35,31/12
PP6848,Nova Forte,Political Party,Registered,Great Britain,,,,,23/10/2018,True,True,True,False,,,Welsh Nova Forte Candidate,,23/10/2018 10:53:35,31/12
PP6848,Nova Forte,Political Party,Registered,Great Britain,,,,,23/10/2018,True,True,True,False,,,Welsh Nova Forte,,23/10/2018 10:53:35,31/12
PP6848,Nova Forte,Political Party,Registered,Great Britain,,,,,23/10/2018,True,True,True,False,,,English Nova Forte Candidate,,23/10/2018 10:53:35,31/12
PP6848,Nova Forte,Political Party,Registered,Great Britain,,,,,23/10/2018,True,True,True,False,,,English Nova Forte,,23/10/2018 10:53:35,31/12
PP66,Official Monster Raving Loony Party,Political Party,Registered,Great Britain,,,,,18/03/1999,True,True,True,False,,,Monster Raving Loony William Hill Party,,09/03/2012 10:36:54,31/12
PP66,Official Monster Raving Loony Party,Political Party,Registered,Great Britain,,,,,18/03/1999,True,True,True,False,,,The Official Monster Raving Loony Party,,09/03/2012 10:36:54,31/12
PP66,Official Monster Raving Loony Party,Political Party,Registered,Great Britain,,,,,18/03/1999,True,True,True,False,,,New Monster Raving Loony Party,,09/03/2012 10:36:54,31/12
PP2242,Old Swan Against the Cuts,Political Party,Registered,Great Britain,,,,,18/02/2014,True,False,False,False,,,End Austerity - Old Swan Against Cuts,,26/02/2016 16:15:49,31/12
PP12497,Old Windsor Residents Association,Political Party,Registered,Great Britain,,,,,10/09/2020,True,False,False,False,,,,,,31/12
PP12548,One Kearsley,Political Party,Registered,Great Britain,,,,,23/06/2020,True,False,False,False,,,,,,31/12
PP2037,Orkney Manifesto Group,Political Party,Registered,Great Britain,,,,,12/03/2013,False,True,False,False,,,,,,31/12
PP12513,Our Island,Political Party,Registered,Great Britain,,,,,07/07/2020,True,False,False,False,,,,,,31/12
PPm12674,Our Ryde,Minor Party,Registered,,,,,,13/01/2021,True,False,False,True,,,"Our Ryde, Our Town, Our Place",,13/01/2021 17:17:06,
PPm12674,Our Ryde,Minor Party,Registered,,,,,,13/01/2021,True,False,False,True,,,"Our Ryde, Our Town",,13/01/2021 17:17:06,
PP2642,Our West Lancashire,Political Party,Registered,Great Britain,,,,,20/02/2015,True,False,False,False,,,,,,31/12
PP3978,Oxted & Limpsfield Residents Group,Political Party,Registered,Great Britain,,,,,23/03/2016,True,False,False,False,,,OLRG - Oxted & Limpsfield Residents Group,,23/03/2016 16:28:03,31/12
PP1969,Patria,Political Party,Registered,Great Britain,,,,,09/11/2012,True,True,True,False,,,,,,31/12
PP2,People Against Bureaucracy Group,Political Party,Registered,Great Britain,,,,,25/03/1999,True,False,False,False,,,,,,28/2
PP773,People Before Profit Alliance,Political Party,Registered,Northern Ireland,,,,,01/09/2009,False,False,False,False,,,People Before Profit Alliance,,01/09/2009 00:00:00,31/12
PP77,Plaid Cymru - The Party of Wales,Political Party,Registered,Great Britain,,,,,14/01/1999,False,False,True,False,,,Plaid Cymru - Your Local Party,Plaid Cymru - Eich Plaid Leol Chi,21/06/2012 15:36:48,31/12
PP77,Plaid Cymru - The Party of Wales,Political Party,Registered,Great Britain,,,,,14/01/1999,False,False,True,False,,,Plaid Cymru - For All of Wales,Plaid Cymru - Dros Gymru Gyfan,15/03/2016 09:18:03,31/12
PP77,Plaid Cymru - The Party of Wales,Political Party,Registered,Great Britain,,,,,14/01/1999,False,False,True,False,,,Plaid Cymru: Llais Sir Gâr,Plaid Cymru: Carmarthenshire's Voice,15/09/2020 17:28:27,31/12
PP77,Plaid Cymru - The Party of Wales,Political Party,Registered,Great Britain,,,,,14/01/1999,False,False,True,False,,,Plaid Cymru: Achub ein Hysbyty,Plaid Cymru: Save our Hospital,15/09/2020 17:28:27,31/12
PP77,Plaid Cymru - The Party of Wales,Political Party,Registered,Great Britain,,,,,14/01/1999,False,False,True,False,,,Plaid Cymru - Voice of the North,Plaid Cymru - Llais y Gogledd,15/09/2020 17:28:27,31/12
PP77,Plaid Cymru - The Party of Wales,Political Party,Registered,Great Britain,,,,,14/01/1999,False,False,True,False,,,Plaid Cymru - Plaid Cymru Newydd,Plaid Cymru - New Wales Party,26/11/2020 16:52:36,31/12
PP77,Plaid Cymru - The Party of Wales,Political Party,Registered,Great Britain,,,,,14/01/1999,False,False,True,False,,,Plaid Cymru:  O Blaid Cymru,Plaid Cymru - Vote for Wales,23/03/2021 16:04:21,31/12
PPm2107,Polegate Residents' Association,Minor Party,Registered,,,,,,10/07/2013,True,False,False,True,,,,,,
PP11468,Political Unity for Progress,Political Party,Registered,Great Britain,,,,,07/05/2020,True,True,True,False,,,Political Unity for Progress Candidate,,07/05/2020 13:34:14,31/12
PP11468,Political Unity for Progress,Political Party,Registered,Great Britain,,,,,07/05/2020,True,True,True,False,,,The Political Unity for Progress Candidate,,07/05/2020 13:34:14,31/12
PP11468,Political Unity for Progress,Political Party,Registered,Great Britain,,,,,07/05/2020,True,True,True,False,,,Your Political Unity for Progress Candidate,,07/05/2020 13:34:14,31/12
PP3914,Populist Party,Political Party,Registered,Great Britain,,,,,14/12/2015,True,True,True,False,,,National Populist Party,,14/12/2015 17:25:26,31/12
PP3914,Populist Party,Political Party,Registered,Great Britain,,,,,14/12/2015,True,True,True,False,,,English Populist Party,,14/12/2015 17:25:26,31/12
PP3914,Populist Party,Political Party,Registered,Great Britain,,,,,14/12/2015,True,True,True,False,,,Scottish Populist Party,,14/12/2015 17:25:26,31/12
PP3914,Populist Party,Political Party,Registered,Great Britain,,,,,14/12/2015,True,True,True,False,,,Localist (Populist Party),,14/12/2015 17:25:26,31/12
PP3914,Populist Party,Political Party,Registered,Great Britain,,,,,14/12/2015,True,True,True,False,,,Protectionist (Populist Party),,14/12/2015 17:25:26,31/12
PP6793,Portishead Independents,Political Party,Registered,Great Britain,,,,,04/05/2018,True,False,False,False,,,Portishead Independents Putting You First,,04/05/2018 15:26:43,31/12
PP6793,Portishead Independents,Political Party,Registered,Great Britain,,,,,04/05/2018,True,False,False,False,,,Portishead Independents Putting People Before Politics,,04/05/2018 15:26:43,31/12
PP6793,Portishead Independents,Political Party,Registered,Great Britain,,,,,04/05/2018,True,False,False,False,,,Think Local Vote Local Portishead Independents,,04/05/2018 15:26:43,31/12
PP6793,Portishead Independents,Political Party,Registered,Great Britain,,,,,04/05/2018,True,False,False,False,,,Portishead Independents your team your town,,31/01/2019 08:08:39,31/12
PP6793,Portishead Independents,Political Party,Registered,Great Britain,,,,,04/05/2018,True,False,False,False,,,Portishead Independents your voice your choice,,31/01/2019 08:08:39,31/12
PP6793,Portishead Independents,Political Party,Registered,Great Britain,,,,,04/05/2018,True,False,False,False,,,Portishead Independents your family your future,,31/01/2019 08:08:39,31/12
PP8002,Progress and Reform Party,Political Party,Registered,Great Britain,,,,,12/03/2019,True,True,True,False,,,,,,31/12
PP8036,Progressive Party,Political Party,Registered,Great Britain,,,,,10/04/2019,True,True,True,False,,,The Progressive People's Party Candidate,Ymgeisydd Plaid Flaengar y Bobl,01/07/2019 18:06:00,31/12
PP8036,Progressive Party,Political Party,Registered,Great Britain,,,,,10/04/2019,True,True,True,False,,,The Progressive Party Candidate,Ymgeisydd y Blaid Flaengar,05/02/2020 16:53:54,31/12
PP101,Progressive Unionist Party of Northern Ireland,Political Party,Registered,Northern Ireland,,,,,24/03/1999,False,False,False,False,,,,,,31/12
PP12731,Propel,Political Party,Registered,Great Britain,,,,,02/03/2021,False,False,True,False,,,Propel: Better for Wales,Propel: Gwell i Gymru,02/03/2021 14:52:38,31/12
PP12731,Propel,Political Party,Registered,Great Britain,,,,,02/03/2021,False,False,True,False,,,Propel: Wales Needs Champions,Propel: Mae Cymru Angen Pencampwyr,02/03/2021 14:52:38,31/12
PP12731,Propel,Political Party,Registered,Great Britain,,,,,02/03/2021,False,False,True,False,,,Propel: Not Politics as Usual,Propel: Nid Gwleidyddiaeth fel Arfer,02/03/2021 14:52:38,31/12
PP10256,Proud of Oldham & Saddleworth,Political Party,Registered,Great Britain,,,,,11/10/2019,True,False,False,False,,,,,,31/12
PP6655,Psychedelic Movement,Political Party,Registered,Great Britain,,,,,18/01/2018,True,True,True,False,,,Psychedelic Movement UK,,24/03/2021 18:06:46,31/12
PP6655,Psychedelic Movement,Political Party,Registered,Great Britain,,,,,18/01/2018,True,True,True,False,,,Psychedelic Movement: Change Your Mind,,24/03/2021 18:06:46,31/12
PP6655,Psychedelic Movement,Political Party,Registered,Great Britain,,,,,18/01/2018,True,True,True,False,,,Psychedelic Movement: Future Movement,,24/03/2021 18:06:46,31/12
PP6655,Psychedelic Movement,Political Party,Registered,Great Britain,,,,,18/01/2018,True,True,True,False,,,Psychedelic Movement: Psyche Movement,,24/03/2021 18:06:46,31/12
PP6655,Psychedelic Movement,Political Party,Registered,Great Britain,,,,,18/01/2018,True,True,True,False,,,Psychedelic Movement: Kamaclipse!,,24/03/2021 18:06:46,31/12
PP6655,Psychedelic Movement,Political Party,Registered,Great Britain,,,,,18/01/2018,True,True,True,False,,,Psychedelic Movement: Psychedelic Economy,,24/03/2021 18:06:46,31/12
PP6655,Psychedelic Movement,Political Party,Registered,Great Britain,,,,,18/01/2018,True,True,True,False,,,Psychedelic Movement: Tomorrow's Tomorrow Today,,24/03/2021 18:06:46,31/12
PP6655,Psychedelic Movement,Political Party,Registered,Great Britain,,,,,18/01/2018,True,True,True,False,,,Psychedelic Movement: Future Party,,24/03/2021 18:06:46,31/12
PP12493,"Putting Crewe First, Independent Residents Group.",Political Party,Registered,Great Britain,,,,,23/06/2020,True,False,False,False,,,,,,31/12
PP9085,Radcliffe First,Political Party,Registered,Great Britain,,,,,18/04/2019,True,False,False,False,,,,,,31/12
PP238,Rainham Resident's Association,Political Party,Registered,Great Britain,,,,,25/03/2002,True,False,False,False,,,Rainham Residents Group,,25/03/2002 00:00:00,31/12
PP238,Rainham Resident's Association,Political Party,Registered,Great Britain,,,,,25/03/2002,True,False,False,False,,,Rainham & Wennington Residents Association,,25/03/2002 00:00:00,31/12
PP238,Rainham Resident's Association,Political Party,Registered,Great Britain,,,,,25/03/2002,True,False,False,False,,,Rainham & Wennington Residents Group,,25/03/2002 00:00:00,31/12
PP238,Rainham Resident's Association,Political Party,Registered,Great Britain,,,,,25/03/2002,True,False,False,False,,,Rainham Independent Residents Group,,25/03/2002 00:00:00,31/12
PP238,Rainham Resident's Association,Political Party,Registered,Great Britain,,,,,25/03/2002,True,False,False,False,,,Rainham & Wennington Independent Residents Group,,25/03/2002 00:00:00,31/12
PP238,Rainham Resident's Association,Political Party,Registered,Great Britain,,,,,25/03/2002,True,False,False,False,,,Rainham & South Hornchurch Residents Group,,25/03/2002 00:00:00,31/12
PP238,Rainham Resident's Association,Political Party,Registered,Great Britain,,,,,25/03/2002,True,False,False,False,,,Rainham's Independent Local Residents Group,,25/03/2002 00:00:00,31/12
PP238,Rainham Resident's Association,Political Party,Registered,Great Britain,,,,,25/03/2002,True,False,False,False,,,South Hornchurch Independent Local Residents Group,,25/03/2002 00:00:00,31/12
PP238,Rainham Resident's Association,Political Party,Registered,Great Britain,,,,,25/03/2002,True,False,False,False,,,South Hornchurch Independent Residents Group,,18/05/2011 13:29:33,31/12
PP238,Rainham Resident's Association,Political Party,Registered,Great Britain,,,,,25/03/2002,True,False,False,False,,,Dagenham and Rainham Independent Residents Group,,29/10/2014 16:40:00,31/12
PP238,Rainham Resident's Association,Political Party,Registered,Great Britain,,,,,25/03/2002,True,False,False,False,,,Rainham and Dagenham Independent Residents Group,,29/10/2014 16:40:00,31/12
PP268,Real Democracy Party,Political Party,Registered,Northern Ireland,,,,,26/11/2002,False,False,False,False,,,,,,31/12
PP267,Real Democracy Party,Political Party,Registered,Great Britain,,,,,26/11/2002,True,True,True,False,,,,,,31/12
PP2674,Rebooting Democracy,Political Party,Registered,Great Britain,,,,,01/04/2015,True,True,True,False,,,,,,31/12
PP6878,Red Party of Scotland,Political Party,Registered,Great Britain,,,,,24/10/2018,False,True,False,False,,,,,,31/12
PP2806,Redbridge Trade Union Party,Political Party,Registered,Great Britain,,,,,29/07/2015,True,False,False,False,,,,,,30/6
PP86,Reform 2000 Party,Political Party,Registered,Great Britain,,,,,19/03/2000,True,True,True,False,,,,,,31/12
PP11471,Reform Derby,Political Party,Registered,Great Britain,,,,,18/03/2020,True,False,False,False,,,Reform Derby and Reform UK,,16/03/2021 12:36:28,31/12
PP7931,Reform UK,Political Party,Registered,Great Britain,,,,,05/02/2019,True,True,True,False,,,Brexit Party,,04/04/2019 15:34:28,31/12
PP7931,Reform UK,Political Party,Registered,Great Britain,,,,,05/02/2019,True,True,True,False,,,Brexit Party For A Better Future,,04/04/2019 15:34:28,31/12
PP7931,Reform UK,Political Party,Registered,Great Britain,,,,,05/02/2019,True,True,True,False,,,"Brexit Party, The One to Trust",,04/04/2019 15:34:28,31/12
PP7931,Reform UK,Political Party,Registered,Great Britain,,,,,05/02/2019,True,True,True,False,,,ReformUK – London Deserves Better,,23/03/2021 16:19:57,31/12
PP7931,Reform UK,Political Party,Registered,Great Britain,,,,,05/02/2019,True,True,True,False,,,ReformUK – Changing Politics for Good,,23/03/2021 16:19:57,31/12
PP7931,Reform UK,Political Party,Registered,Great Britain,,,,,05/02/2019,True,True,True,False,,,Reform Derby and Reform UK,,23/03/2021 16:19:57,31/12
