Short Codes ,Utility,MRP Poll Sheet,Con,Lab,LD,Green,SNP,PC,Reform,Other,Single Top Progressive
UKPARL.2025.LGT,2,Electoral Calculus MRP (List),6.00%,70.00%,10.00%,6.00%,0.00%,0.00%,8.00%,1.00%,Lab
UKPARL.2025.LGT,3,MIC MRP (List),10.56%,67.19%,10.66%,4.30%,0.00%,0.00%,6.45%,0.84%,Lab
UKPARL.2025.LGT,4,Survation MRP (List),6.74%,70.38%,5.64%,5.70%,NI,NI,8.38%,3.15%,Lab
UKPARL.2025.LGT,5,AVERAGE,6.62%,70.37%,8.57%,6.10%,0.00%,0.00%,7.13%,1.45%,TRUE
UKPARL.2025.LIC,1,YOUGOV MRPs (List),39.33%,34.88%,7.29%,5.54%,0.00%,0.00%,12.15%,0.81%,Lab
UKPARL.2025.LIC,2,Electoral Calculus MRP (List),38.00%,40.00%,3.00%,6.00%,0.00%,0.00%,12.00%,1.00%,Lab
UKPARL.2025.LIC,3,MIC MRP (List),42.56%,33.61%,11.88%,4.22%,0.00%,0.00%,6.92%,0.81%,Lab
UKPARL.2025.LIC,4,Survation MRP (List),31.29%,33.80%,9.27%,5.38%,NI,NI,19.24%,1.02%,Lab
UKPARL.2025.LIC,5,AVERAGE,37.79%,35.57%,7.86%,5.29%,0.00%,0.00%,12.58%,0.91%,TRUE
UKPARL.2025.LLE,1,YOUGOV MRPs (List),15.82%,37.71%,2.88%,4.73%,0.00%,21.60%,13.74%,3.52%,Lab
UKPARL.2025.LLE,2,Electoral Calculus MRP (List),18.00%,40.00%,1.00%,3.00%,0.00%,28.00%,9.00%,0.00%,Lab
UKPARL.2025.LLE,3,MIC MRP (List),21.64%,43.88%,2.42%,2.65%,0.00%,19.34%,9.64%,0.44%,Lab
UKPARL.2025.LLE,4,Survation MRP (List),18.11%,48.48%,0.09%,0.79%,NI,14.77%,17.63%,0.12%,Lab
UKPARL.2025.LLE,5,AVERAGE,18.39%,42.52%,1.60%,2.79%,0.00%,20.93%,12.50%,1.02%,TRUE
UKPARL.2025.LNC,1,YOUGOV MRPs (List),24.07%,54.57%,5.40%,4.98%,0.00%,0.00%,10.17%,0.81%,Lab
UKPARL.2025.LNC,2,Electoral Calculus MRP (List),24.00%,56.00%,4.00%,5.00%,0.00%,0.00%,11.00%,0.00%,Lab
UKPARL.2025.LNC,3,MIC MRP (List),29.83%,51.10%,4.49%,2.79%,0.00%,0.00%,10.36%,1.44%,Lab
UKPARL.2025.LNC,4,Survation MRP (List),25.14%,41.03%,4.93%,10.87%,NI,NI,16.35%,1.67%,Lab
UKPARL.2025.LNC,5,AVERAGE,25.76%,50.67%,4.71%,5.91%,0.00%,0.00%,11.97%,0.98%,TRUE
UKPARL.2025.LNE,1,YOUGOV MRPs (List),12.42%,63.48%,5.25%,11.99%,0.00%,0.00%,6.05%,0.82%,Lab
UKPARL.2025.LNE,2,Electoral Calculus MRP (List),11.00%,64.00%,5.00%,9.00%,0.00%,0.00%,9.00%,1.00%,Lab
UKPARL.2025.LNE,3,MIC MRP (List),18.66%,62.82%,6.54%,4.84%,0.00%,0.00%,5.23%,1.91%,Lab
UKPARL.2025.LNE,4,Survation MRP (List),14.53%,66.14%,5.14%,5.35%,NI,NI,7.06%,1.78%,Lab
UKPARL.2025.LNE,5,AVERAGE,14.15%,64.11%,5.48%,7.79%,0.00%,0.00%,6.83%,1.38%,TRUE
UKPARL.2025.LNW,1,YOUGOV MRPs (List),24.80%,54.18%,8.59%,4.32%,0.00%,0.00%,7.29%,0.82%,Lab
UKPARL.2025.LNW,2,Electoral Calculus MRP (List),25.00%,51.00%,8.00%,6.00%,0.00%,0.00%,10.00%,0.00%,Lab
UKPARL.2025.LNW,3,MIC MRP (List),27.82%,50.15%,10.49%,2.84%,0.00%,0.00%,7.53%,1.17%,Lab
UKPARL.2025.LNW,4,Survation MRP (List),21.29%,59.15%,6.69%,3.09%,NI,NI,8.58%,1.20%,Lab
UKPARL.2025.LNW,5,AVERAGE,24.73%,53.62%,8.44%,4.06%,0.00%,0.00%,8.35%,0.80%,TRUE
UKPARL.2025.LOE,1,YOUGOV MRPs (List),11.14%,46.56%,3.74%,6.28%,26.20%,0.00%,2.48%,3.61%,Lab
UKPARL.2025.LOE,2,Electoral Calculus MRP (List),11.00%,45.00%,7.00%,6.00%,23.00%,0.00%,0.00%,8.00%,Lab
UKPARL.2025.LOE,3,MIC MRP (List),16.78%,36.89%,8.67%,2.26%,27.45%,0.00%,4.76%,3.20%,Lab
UKPARL.2025.LOE,4,Survation MRP (List),19.30%,43.25%,3.57%,0.34%,25.67%,NI,3.91%,3.96%,Lab
UKPARL.2025.LOE,5,AVERAGE,14.55%,42.92%,5.74%,3.72%,25.58%,0.00%,2.79%,4.69%,TRUE
UKPARL.2025.LRV,1,YOUGOV MRPs (List),4.97%,74.30%,3.94%,11.59%,0.00%,0.00%,4.43%,0.77%,Lab
UKPARL.2025.LRV,2,Electoral Calculus MRP (List),3.00%,78.00%,3.00%,9.00%,0.00%,0.00%,6.00%,1.00%,Lab
UKPARL.2025.LRV,3,MIC MRP (List),7.81%,78.94%,3.40%,4.74%,0.00%,0.00%,3.88%,1.22%,Lab
UKPARL.2025.LRV,4,Survation MRP (List),5.13%,74.47%,3.25%,6.86%,NI,NI,6.83%,3.46%,Lab
UKPARL.2025.LRV,5,AVERAGE,5.23%,76.43%,3.40%,8.05%,0.00%,0.00%,5.28%,1.61%,TRUE
UKPARL.2025.LSO,1,YOUGOV MRPs (List),10.71%,61.66%,4.22%,11.19%,0.00%,0.00%,10.99%,1.23%,Lab
UKPARL.2025.LSO,2,Electoral Calculus MRP (List),10.00%,64.00%,3.00%,9.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.LSO,3,MIC MRP (List),17.97%,61.10%,3.65%,8.12%,0.00%,0.00%,7.74%,1.41%,Lab
UKPARL.2025.LSO,4,Survation MRP (List),20.60%,64.62%,5.09%,6.65%,NI,NI,NI,3.04%,Lab
UKPARL.2025.LSO,5,AVERAGE,14.82%,62.84%,3.99%,8.74%,0.00%,0.00%,10.58%,1.67%,TRUE
UKPARL.2025.LSW,1,YOUGOV MRPs (List),28.01%,49.14%,4.45%,5.74%,0.00%,0.00%,11.84%,0.81%,Lab
UKPARL.2025.LSW,2,Electoral Calculus MRP (List),21.00%,53.00%,4.00%,4.00%,0.00%,0.00%,16.00%,1.00%,Lab
UKPARL.2025.LSW,3,MIC MRP (List),31.84%,49.42%,3.08%,5.53%,0.00%,0.00%,8.53%,1.59%,Lab
UKPARL.2025.LSW,4,Survation MRP (List),22.58%,50.01%,1.73%,5.66%,NI,NI,18.42%,1.60%,Lab
UKPARL.2025.LSW,5,AVERAGE,25.86%,50.39%,3.32%,5.23%,0.00%,0.00%,13.70%,1.25%,TRUE
UKPARL.2025.LUN,1,YOUGOV MRPs (List),18.24%,55.43%,4.39%,8.60%,0.00%,0.00%,11.14%,2.20%,Lab
UKPARL.2025.LUN,2,Electoral Calculus MRP (List),15.00%,54.00%,4.00%,8.00%,0.00%,0.00%,18.00%,1.00%,Lab
UKPARL.2025.LUN,3,MIC MRP (List),23.63%,55.28%,7.66%,4.81%,0.00%,0.00%,7.08%,1.53%,Lab
UKPARL.2025.LUN,4,Survation MRP (List),19.34%,49.91%,5.69%,4.76%,NI,NI,9.07%,11.23%,Lab
UKPARL.2025.LUN,5,AVERAGE,19.05%,53.66%,5.44%,6.54%,0.00%,0.00%,11.32%,3.99%,TRUE
UKPARL.2025.LUS,1,YOUGOV MRPs (List),18.19%,50.56%,7.22%,8.79%,0.00%,0.00%,11.19%,4.06%,Lab
UKPARL.2025.LUS,2,Electoral Calculus MRP (List),15.00%,52.00%,5.00%,10.00%,0.00%,0.00%,16.00%,3.00%,Lab
UKPARL.2025.LUS,3,MIC MRP (List),25.16%,53.91%,4.73%,5.08%,0.00%,0.00%,7.98%,3.14%,Lab
UKPARL.2025.LUS,4,Survation MRP (List),19.35%,42.53%,2.27%,7.71%,NI,NI,15.08%,13.07%,Lab
UKPARL.2025.LUS,5,AVERAGE,19.42%,49.75%,4.81%,7.89%,0.00%,0.00%,12.56%,5.82%,TRUE
UKPARL.2025.LVG,1,YOUGOV MRPs (List),4.84%,43.15%,2.74%,6.24%,31.74%,0.00%,4.21%,7.09%,Lab
UKPARL.2025.LVG,2,Electoral Calculus MRP (List),8.00%,37.00%,7.00%,8.00%,34.00%,0.00%,0.00%,7.00%,Lab
UKPARL.2025.LVG,3,MIC MRP (List),14.28%,33.87%,8.03%,2.55%,34.88%,0.00%,4.62%,1.77%,SNP
UKPARL.2025.LVG,4,Survation MRP (List),9.92%,40.72%,4.38%,2.59%,35.42%,NI,4.98%,1.99%,Lab
UKPARL.2025.LVG,5,AVERAGE,9.26%,38.69%,5.54%,4.84%,34.01%,0.00%,3.45%,4.46%,FALSE
UKPARL.2025.LWD,1,YOUGOV MRPs (List),4.94%,78.40%,3.69%,6.29%,0.00%,0.00%,5.92%,0.76%,Lab
UKPARL.2025.LWD,2,Electoral Calculus MRP (List),4.00%,78.00%,3.00%,6.00%,0.00%,0.00%,8.00%,1.00%,Lab
UKPARL.2025.LWD,3,MIC MRP (List),9.25%,75.32%,3.23%,4.08%,0.00%,0.00%,5.44%,2.67%,Lab
UKPARL.2025.LWD,4,Survation MRP (List),3.83%,59.92%,7.01%,16.51%,NI,NI,10.41%,2.33%,Lab
UKPARL.2025.LWD,5,AVERAGE,5.50%,72.91%,4.23%,8.22%,0.00%,0.00%,7.44%,1.69%,TRUE
UKPARL.2025.LWE,1,YOUGOV MRPs (List),9.24%,65.87%,7.24%,10.82%,0.00%,0.00%,6.01%,0.82%,Lab
UKPARL.2025.LWE,2,Electoral Calculus MRP (List),8.00%,67.00%,5.00%,10.00%,0.00%,0.00%,9.00%,1.00%,Lab
UKPARL.2025.LWE,3,MIC MRP (List),16.19%,66.80%,6.07%,4.76%,0.00%,0.00%,4.60%,1.58%,Lab
UKPARL.2025.LWE,4,Survation MRP (List),14.99%,58.80%,8.32%,5.84%,NI,NI,8.68%,3.36%,Lab
UKPARL.2025.LWE,5,AVERAGE,12.10%,64.62%,6.66%,7.85%,0.00%,0.00%,7.07%,1.69%,TRUE
UKPARL.2025.LWL,1,YOUGOV MRPs (List),4.89%,78.58%,2.86%,7.34%,0.00%,0.00%,5.58%,0.76%,Lab
UKPARL.2025.LWL,2,Electoral Calculus MRP (List),4.00%,80.00%,2.00%,6.00%,0.00%,0.00%,7.00%,1.00%,Lab
UKPARL.2025.LWL,3,MIC MRP (List),9.20%,78.19%,2.96%,3.88%,0.00%,0.00%,4.03%,1.74%,Lab
UKPARL.2025.LWL,4,Survation MRP (List),4.66%,78.92%,1.88%,3.32%,NI,NI,9.27%,1.95%,Lab
UKPARL.2025.LWL,5,AVERAGE,5.69%,78.92%,2.43%,5.13%,0.00%,0.00%,6.47%,1.36%,TRUE
UKPARL.2025.LWN,1,YOUGOV MRPs (List),2.46%,72.60%,7.93%,13.32%,0.00%,0.00%,2.88%,0.81%,Lab
UKPARL.2025.LWN,2,Electoral Calculus MRP (List),5.00%,71.00%,5.00%,12.00%,0.00%,0.00%,6.00%,1.00%,Lab
UKPARL.2025.LWN,3,MIC MRP (List),11.68%,70.68%,6.39%,6.68%,0.00%,0.00%,3.12%,1.46%,Lab
UKPARL.2025.LWN,4,Survation MRP (List),10.26%,58.00%,13.08%,8.43%,NI,NI,6.85%,3.39%,Lab
UKPARL.2025.LWN,5,AVERAGE,7.35%,68.07%,8.10%,10.11%,0.00%,0.00%,4.71%,1.66%,TRUE
UKPARL.2025.LWP,1,YOUGOV MRPs (List),22.76%,52.80%,4.68%,8.52%,0.00%,0.00%,10.42%,0.82%,Lab
UKPARL.2025.LWP,2,Electoral Calculus MRP (List),20.00%,58.00%,3.00%,5.00%,0.00%,0.00%,13.00%,0.00%,Lab
UKPARL.2025.LWP,3,MIC MRP (List),26.58%,58.21%,3.47%,2.48%,0.00%,0.00%,7.50%,1.76%,Lab
UKPARL.2025.LWP,4,Survation MRP (List),25.56%,47.21%,2.96%,7.55%,NI,NI,13.65%,3.07%,Lab
UKPARL.2025.LWP,5,AVERAGE,23.73%,54.05%,3.53%,5.89%,0.00%,0.00%,11.14%,1.41%,TRUE
UKPARL.2025.LWS,1,YOUGOV MRPs (List),25.89%,10.11%,51.38%,3.66%,0.00%,0.00%,8.30%,0.66%,LD
UKPARL.2025.LWS,2,Electoral Calculus MRP (List),32.00%,22.00%,28.00%,11.00%,0.00%,0.00%,7.00%,0.00%,LD
UKPARL.2025.LWS,3,MIC MRP (List),31.16%,14.97%,40.72%,5.83%,0.00%,0.00%,6.73%,0.60%,LD
UKPARL.2025.LWS,4,Survation MRP (List),20.49%,13.45%,41.75%,7.72%,NI,NI,15.62%,0.96%,LD
UKPARL.2025.LWS,5,AVERAGE,27.38%,15.13%,40.46%,7.05%,0.00%,0.00%,9.41%,0.55%,TRUE
UKPARL.2025.LWT,1,YOUGOV MRPs (List),32.72%,41.64%,5.14%,5.70%,0.00%,0.00%,13.98%,0.82%,Lab
UKPARL.2025.LWT,2,Electoral Calculus MRP (List),31.00%,44.00%,3.00%,9.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.LWT,3,MIC MRP (List),37.91%,38.55%,6.56%,7.21%,0.00%,0.00%,8.90%,0.88%,Lab
UKPARL.2025.LWT,4,Survation MRP (List),26.86%,39.76%,6.95%,4.07%,NI,NI,22.35%,NI,Lab
UKPARL.2025.LWT,5,AVERAGE,32.12%,40.99%,5.41%,6.49%,0.00%,0.00%,14.56%,0.90%,TRUE
UKPARL.2025.LWV,1,YOUGOV MRPs (List),1.41%,72.69%,5.69%,14.97%,0.00%,0.00%,4.44%,0.82%,Lab
UKPARL.2025.LWV,2,Electoral Calculus MRP (List),4.00%,71.00%,6.00%,12.00%,0.00%,0.00%,6.00%,1.00%,Lab
UKPARL.2025.LWV,3,MIC MRP (List),8.81%,67.01%,8.19%,9.51%,0.00%,0.00%,5.16%,1.32%,Lab
UKPARL.2025.LWV,4,Survation MRP (List),4.96%,64.53%,9.79%,7.34%,NI,NI,9.63%,3.74%,Lab
UKPARL.2025.LWV,5,AVERAGE,4.79%,68.81%,7.42%,10.95%,0.00%,0.00%,6.31%,1.72%,TRUE
UKPARL.2025.LWW,1,YOUGOV MRPs (List),4.77%,73.04%,4.41%,13.65%,0.00%,0.00%,3.32%,0.81%,Lab
UKPARL.2025.LWW,2,Electoral Calculus MRP (List),7.00%,68.00%,5.00%,13.00%,0.00%,0.00%,7.00%,1.00%,Lab
UKPARL.2025.LWW,3,MIC MRP (List),13.12%,68.18%,6.28%,7.61%,0.00%,0.00%,3.42%,1.38%,Lab
UKPARL.2025.LWW,4,Survation MRP (List),11.08%,59.54%,5.00%,16.52%,NI,NI,5.09%,2.76%,Lab
UKPARL.2025.LWW,5,AVERAGE,8.99%,67.19%,5.17%,12.70%,0.00%,0.00%,4.71%,1.49%,TRUE
UKPARL.2025.MAC,1,YOUGOV MRPs (List),31.14%,47.10%,7.30%,5.41%,0.00%,0.00%,8.25%,0.80%,Lab
UKPARL.2025.MAC,2,Electoral Calculus MRP (List),31.00%,47.00%,5.00%,4.00%,0.00%,0.00%,12.00%,1.00%,Lab
UKPARL.2025.MAC,3,MIC MRP (List),36.45%,43.80%,7.79%,4.78%,0.00%,0.00%,6.47%,0.71%,Lab
UKPARL.2025.MAC,4,Survation MRP (List),27.24%,49.06%,5.46%,5.08%,NI,NI,11.61%,1.55%,Lab
UKPARL.2025.MAC,5,AVERAGE,31.46%,46.74%,6.39%,4.82%,0.00%,0.00%,9.58%,1.01%,TRUE
UKPARL.2025.MAG,1,YOUGOV MRPs (List),32.52%,27.44%,15.45%,2.43%,0.00%,10.50%,10.84%,0.82%,Lab
UKPARL.2025.MAG,2,Electoral Calculus MRP (List),38.00%,37.00%,6.00%,3.00%,0.00%,4.00%,11.00%,0.00%,Lab
UKPARL.2025.MAG,3,MIC MRP (List),32.99%,35.27%,4.34%,4.53%,0.00%,9.11%,12.46%,1.30%,Lab
UKPARL.2025.MAG,4,Survation MRP (List),28.70%,30.60%,15.66%,0.65%,NI,10.66%,13.72%,NI,Lab
UKPARL.2025.MAG,5,AVERAGE,33.05%,32.58%,10.36%,2.65%,0.00%,8.57%,12.01%,0.71%,TRUE
UKPARL.2025.MAI,1,YOUGOV MRPs (List),35.77%,18.82%,30.82%,5.61%,0.00%,0.00%,8.16%,0.82%,LD
UKPARL.2025.MAI,2,Electoral Calculus MRP (List),33.00%,31.00%,20.00%,5.00%,0.00%,0.00%,12.00%,0.00%,Lab
UKPARL.2025.MAI,3,MIC MRP (List),38.87%,24.60%,23.58%,6.50%,0.00%,0.00%,5.97%,0.47%,Lab
UKPARL.2025.MAI,4,Survation MRP (List),35.63%,27.20%,29.94%,6.14%,NI,NI,NI,1.10%,LD
UKPARL.2025.MAI,5,AVERAGE,35.82%,25.40%,26.09%,5.81%,0.00%,0.00%,8.71%,0.60%,FALSE
UKPARL.2025.MAL,1,YOUGOV MRPs (List),44.58%,28.88%,7.23%,4.53%,0.00%,0.00%,14.00%,0.79%,Lab
UKPARL.2025.MAL,2,Electoral Calculus MRP (List),39.00%,34.00%,7.00%,5.00%,0.00%,0.00%,14.00%,1.00%,Lab
UKPARL.2025.MAL,3,MIC MRP (List),45.87%,26.35%,13.15%,3.96%,0.00%,0.00%,10.14%,0.52%,Lab
UKPARL.2025.MAL,4,Survation MRP (List),36.15%,23.51%,10.75%,4.16%,NI,NI,25.44%,NI,Lab
UKPARL.2025.MAL,5,AVERAGE,41.40%,28.18%,9.53%,4.41%,0.00%,0.00%,15.89%,0.77%,TRUE
UKPARL.2025.MAM,1,YOUGOV MRPs (List),12.64%,64.30%,6.98%,7.67%,0.00%,0.00%,7.59%,0.82%,Lab
UKPARL.2025.MAM,2,Electoral Calculus MRP (List),12.00%,64.00%,4.00%,10.00%,0.00%,0.00%,9.00%,1.00%,Lab
UKPARL.2025.MAM,3,MIC MRP (List),19.18%,62.65%,7.39%,3.80%,0.00%,0.00%,5.18%,1.80%,Lab
UKPARL.2025.MAM,4,Survation MRP (List),15.59%,53.67%,13.39%,6.11%,NI,NI,7.46%,3.78%,Lab
UKPARL.2025.MAM,5,AVERAGE,14.85%,61.15%,7.94%,6.90%,0.00%,0.00%,7.31%,1.85%,TRUE
UKPARL.2025.MAN,1,YOUGOV MRPs (List),35.19%,40.31%,3.22%,4.40%,0.00%,0.00%,16.05%,0.82%,Lab
UKPARL.2025.MAN,2,Electoral Calculus MRP (List),26.00%,50.00%,1.00%,4.00%,0.00%,0.00%,17.00%,1.00%,Lab
UKPARL.2025.MAN,3,MIC MRP (List),37.58%,43.96%,3.83%,1.47%,0.00%,0.00%,11.58%,1.58%,Lab
UKPARL.2025.MAN,4,Survation MRP (List),30.44%,47.10%,2.80%,0.64%,NI,NI,16.13%,2.88%,Lab
UKPARL.2025.MAN,5,AVERAGE,32.30%,45.34%,2.71%,2.63%,0.00%,0.00%,15.19%,1.57%,TRUE
UKPARL.2025.MAS,1,YOUGOV MRPs (List),37.40%,33.63%,6.85%,8.28%,0.00%,0.00%,13.03%,0.81%,Lab
UKPARL.2025.MAS,2,Electoral Calculus MRP (List),34.00%,39.00%,5.00%,8.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.MAS,3,MIC MRP (List),36.57%,35.13%,8.21%,7.48%,0.00%,0.00%,11.34%,1.27%,Lab
UKPARL.2025.MAS,4,Survation MRP (List),30.26%,31.88%,8.26%,7.66%,NI,NI,19.43%,2.50%,Lab
UKPARL.2025.MAS,5,AVERAGE,34.56%,34.91%,7.08%,7.85%,0.00%,0.00%,14.20%,1.40%,TRUE
UKPARL.2025.MBD,1,YOUGOV MRPs (List),36.27%,36.57%,8.12%,6.46%,0.00%,0.00%,11.77%,0.82%,Lab
UKPARL.2025.MBD,2,Electoral Calculus MRP (List),27.00%,38.00%,19.00%,4.00%,0.00%,0.00%,8.00%,4.00%,Lab
UKPARL.2025.MBD,3,MIC MRP (List),39.70%,30.58%,11.52%,9.30%,0.00%,0.00%,7.70%,1.19%,Lab
UKPARL.2025.MBD,4,Survation MRP (List),30.00%,36.80%,8.03%,4.24%,NI,NI,17.43%,3.50%,Lab
UKPARL.2025.MBD,5,AVERAGE,33.24%,35.49%,11.67%,6.00%,0.00%,0.00%,11.23%,2.38%,TRUE
UKPARL.2025.MBU,1,YOUGOV MRPs (List),41.72%,24.02%,20.80%,4.24%,0.00%,0.00%,8.41%,0.80%,Lab
UKPARL.2025.MBU,2,Electoral Calculus MRP (List),38.00%,32.00%,14.00%,6.00%,0.00%,0.00%,11.00%,0.00%,Lab
UKPARL.2025.MBU,3,MIC MRP (List),41.84%,24.39%,16.95%,8.56%,0.00%,0.00%,7.73%,0.53%,Lab
UKPARL.2025.MBU,4,Survation MRP (List),31.15%,31.11%,22.80%,3.77%,NI,NI,10.20%,0.97%,Lab
UKPARL.2025.MBU,5,AVERAGE,38.18%,27.88%,18.64%,5.64%,0.00%,0.00%,9.34%,0.58%,TRUE
UKPARL.2025.MCH,1,YOUGOV MRPs (List),26.53%,50.42%,5.67%,5.80%,0.00%,0.00%,10.77%,0.81%,Lab
UKPARL.2025.MCH,2,Electoral Calculus MRP (List),24.00%,55.00%,5.00%,4.00%,0.00%,0.00%,11.00%,0.00%,Lab
UKPARL.2025.MCH,3,MIC MRP (List),31.71%,50.67%,6.40%,3.63%,0.00%,0.00%,6.90%,0.69%,Lab
UKPARL.2025.MCH,4,Survation MRP (List),26.72%,46.68%,5.86%,2.53%,NI,NI,16.37%,1.84%,Lab
UKPARL.2025.MCH,5,AVERAGE,27.24%,50.69%,5.73%,3.99%,0.00%,0.00%,11.26%,0.84%,TRUE
UKPARL.2025.MCL,1,YOUGOV MRPs (List),31.40%,46.91%,3.52%,4.41%,0.00%,0.00%,12.95%,0.81%,Lab
UKPARL.2025.MCL,2,Electoral Calculus MRP (List),27.00%,50.00%,5.00%,3.00%,0.00%,0.00%,15.00%,0.00%,Lab
UKPARL.2025.MCL,3,MIC MRP (List),37.11%,44.53%,5.91%,3.40%,0.00%,0.00%,8.35%,0.70%,Lab
UKPARL.2025.MCL,4,Survation MRP (List),36.98%,55.93%,3.37%,2.52%,NI,NI,NI,1.20%,Lab
UKPARL.2025.MCL,5,AVERAGE,33.12%,49.34%,4.45%,3.33%,0.00%,0.00%,12.10%,0.68%,TRUE
UKPARL.2025.MCT,1,YOUGOV MRPs (List),6.98%,63.50%,11.48%,8.63%,0.00%,0.00%,7.02%,2.37%,Lab
UKPARL.2025.MCT,2,Electoral Calculus MRP (List),7.00%,67.00%,5.00%,9.00%,0.00%,0.00%,11.00%,1.00%,Lab
UKPARL.2025.MCT,3,MIC MRP (List),15.68%,66.89%,5.70%,4.53%,0.00%,0.00%,6.01%,1.20%,Lab
UKPARL.2025.MCT,4,Survation MRP (List),12.03%,58.31%,8.36%,8.26%,NI,NI,8.43%,4.61%,Lab
UKPARL.2025.MCT,5,AVERAGE,10.42%,63.93%,7.63%,7.61%,0.00%,0.00%,8.12%,2.29%,TRUE
UKPARL.2025.MDB,1,YOUGOV MRPs (List),5.40%,27.97%,19.86%,7.79%,29.20%,0.00%,4.58%,5.19%,SNP
UKPARL.2025.MDB,2,Electoral Calculus MRP (List),4.00%,22.00%,35.00%,7.00%,26.00%,0.00%,0.00%,7.00%,LD
UKPARL.2025.MDB,3,MIC MRP (List),10.62%,19.96%,30.28%,4.53%,23.66%,0.00%,5.33%,5.62%,LD
UKPARL.2025.MDB,4,Survation MRP (List),7.13%,20.00%,40.73%,6.62%,20.67%,NI,3.33%,1.52%,LD
UKPARL.2025.MDB,5,AVERAGE,6.79%,22.48%,31.47%,6.49%,24.88%,0.00%,3.31%,4.83%,FALSE
UKPARL.2025.MDE,1,YOUGOV MRPs (List),37.56%,40.09%,5.01%,6.26%,0.00%,0.00%,10.28%,0.81%,Lab
UKPARL.2025.MDE,2,Electoral Calculus MRP (List),35.00%,42.00%,6.00%,7.00%,0.00%,0.00%,11.00%,0.00%,Lab
UKPARL.2025.MDE,3,MIC MRP (List),35.95%,39.64%,7.90%,4.88%,0.00%,0.00%,10.48%,1.15%,Lab
UKPARL.2025.MDE,4,Survation MRP (List),29.08%,43.58%,5.01%,7.55%,NI,NI,11.88%,2.90%,Lab
UKPARL.2025.MDE,5,AVERAGE,34.40%,41.33%,5.98%,6.42%,0.00%,0.00%,10.91%,1.22%,TRUE
UKPARL.2025.MDP,1,YOUGOV MRPs (List),35.67%,14.11%,34.29%,3.71%,0.00%,0.00%,11.41%,0.81%,LD
UKPARL.2025.MDP,2,Electoral Calculus MRP (List),30.00%,20.00%,32.00%,5.00%,0.00%,0.00%,13.00%,0.00%,LD
UKPARL.2025.MDP,3,MIC MRP (List),37.07%,14.90%,36.69%,2.31%,0.00%,0.00%,8.69%,0.34%,LD
UKPARL.2025.MDP,4,Survation MRP (List),37.07%,23.43%,32.79%,5.87%,NI,NI,NI,0.85%,LD
UKPARL.2025.MDP,5,AVERAGE,34.95%,18.11%,33.94%,4.22%,0.00%,0.00%,11.03%,0.50%,TRUE
UKPARL.2025.MDS,1,YOUGOV MRPs (List),36.42%,26.90%,18.65%,6.12%,0.00%,0.00%,11.09%,0.82%,Lab
UKPARL.2025.MDS,2,Electoral Calculus MRP (List),27.00%,34.00%,16.00%,7.00%,0.00%,0.00%,15.00%,1.00%,Lab
UKPARL.2025.MDS,3,MIC MRP (List),35.16%,28.62%,18.33%,8.27%,0.00%,0.00%,8.99%,0.63%,Lab
UKPARL.2025.MDS,4,Survation MRP (List),32.94%,36.34%,7.21%,7.66%,NI,NI,14.08%,1.77%,Lab
UKPARL.2025.MDS,5,AVERAGE,32.88%,31.47%,15.05%,7.26%,0.00%,0.00%,12.29%,1.06%,TRUE
UKPARL.2025.MID,1,YOUGOV MRPs (List),6.38%,43.34%,4.04%,7.27%,29.15%,0.00%,3.66%,6.17%,Lab
UKPARL.2025.MID,2,Electoral Calculus MRP (List),8.00%,44.00%,7.00%,6.00%,29.00%,0.00%,0.00%,6.00%,Lab
UKPARL.2025.MID,3,MIC MRP (List),14.07%,37.46%,8.32%,1.87%,32.20%,0.00%,4.27%,1.81%,Lab
UKPARL.2025.MID,4,Survation MRP (List),13.39%,37.50%,7.18%,NI,37.90%,NI,2.06%,1.96%,SNP
UKPARL.2025.MID,5,AVERAGE,10.46%,40.57%,6.63%,5.05%,32.06%,0.00%,2.50%,3.99%,FALSE
UKPARL.2025.MKC,1,YOUGOV MRPs (List),26.67%,50.16%,8.03%,6.38%,0.00%,0.00%,7.95%,0.81%,Lab
UKPARL.2025.MKC,2,Electoral Calculus MRP (List),23.00%,52.00%,8.00%,7.00%,0.00%,0.00%,10.00%,1.00%,Lab
UKPARL.2025.MKC,3,MIC MRP (List),30.18%,45.78%,12.08%,4.03%,0.00%,0.00%,7.24%,0.69%,Lab
UKPARL.2025.MKC,4,Survation MRP (List),26.97%,49.51%,6.42%,2.53%,NI,NI,12.29%,2.28%,Lab
UKPARL.2025.MKC,5,AVERAGE,26.71%,49.36%,8.63%,4.98%,0.00%,0.00%,9.37%,1.20%,TRUE
UKPARL.2025.MKF,1,YOUGOV MRPs (List),14.48%,55.40%,4.67%,6.77%,0.00%,0.00%,17.43%,1.26%,Lab
UKPARL.2025.MKF,2,Electoral Calculus MRP (List),15.00%,56.00%,3.00%,4.00%,0.00%,0.00%,21.00%,1.00%,Lab
UKPARL.2025.MKF,3,MIC MRP (List),23.10%,55.40%,4.22%,2.99%,0.00%,0.00%,13.19%,1.10%,Lab
